analysis_time_s,artifact_id,case_id,coordinate_frame,field_id,mesh_id,native_bundle_status,native_time_s,processing_status,project_id,quality_flag,quantity,raw_column,run_id,sample_id,scalar_value,solver_name,solver_version,source_file_sha256,support_id,support_type,time_basis,transform_id,unit,unit_conversion,x_m,y_m,z_m
60.0,FDS-PROBE-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,co_ppm,not-recorded-fixture,missing,60.0,raw,AERIS-DRONE-PHYSICAL-FIELD,support-fail,carbon_monoxide,co_ppm,ADAPTER-DEMO-R01,FDS-PROBE-FIXTURE:2:O-01,28.0,FDS,not-recorded-fixture,cc3b516b8fa4b9db92879e09ed35ae7a3b489e87cbe681a503351d232f133e1d,,,event-clock-s,survey-transform-v1,ppm,identity,,,
60.0,FDS-PROBE-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,oxygen_mole_fraction,not-recorded-fixture,missing,60.0,raw,AERIS-DRONE-PHYSICAL-FIELD,support-fail,oxygen_mole_fraction,oxygen_pct,ADAPTER-DEMO-R01,FDS-PROBE-FIXTURE:2:O-01,0.204,FDS,not-recorded-fixture,cc3b516b8fa4b9db92879e09ed35ae7a3b489e87cbe681a503351d232f133e1d,,,event-clock-s,survey-transform-v1,mole_fraction,mole_fraction = pct / 100,,,
60.0,FDS-PROBE-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,smoke_obscuration_1_m,not-recorded-fixture,missing,60.0,raw,AERIS-DRONE-PHYSICAL-FIELD,support-fail,smoke_obscuration,smoke_obscuration_1_m,ADAPTER-DEMO-R01,FDS-PROBE-FIXTURE:2:O-01,0.19,FDS,not-recorded-fixture,cc3b516b8fa4b9db92879e09ed35ae7a3b489e87cbe681a503351d232f133e1d,,,event-clock-s,survey-transform-v1,1/m,identity,,,
60.0,FDS-PROBE-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,particle_proxy,not-recorded-fixture,missing,60.0,raw,AERIS-DRONE-PHYSICAL-FIELD,support-fail,particle_proxy,particle_proxy,ADAPTER-DEMO-R01,FDS-PROBE-FIXTURE:2:O-01,0.21,FDS,not-recorded-fixture,cc3b516b8fa4b9db92879e09ed35ae7a3b489e87cbe681a503351d232f133e1d,,,event-clock-s,survey-transform-v1,1,identity,,,
90.0,FDS-PROBE-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,temperature_K,not-recorded-fixture,missing,90.0,raw,AERIS-DRONE-PHYSICAL-FIELD,support-fail,temperature,temperature_C,ADAPTER-DEMO-R01,FDS-PROBE-FIXTURE:3:O-01,341.15,FDS,not-recorded-fixture,cc3b516b8fa4b9db92879e09ed35ae7a3b489e87cbe681a503351d232f133e1d,,,event-clock-s,survey-transform-v1,K,K = degC + 273.15,,,
90.0,FDS-PROBE-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,co_ppm,not-recorded-fixture,missing,90.0,raw,AERIS-DRONE-PHYSICAL-FIELD,support-fail,carbon_monoxide,co_ppm,ADAPTER-DEMO-R01,FDS-PROBE-FIXTURE:3:O-01,58.0,FDS,not-recorded-fixture,cc3b516b8fa4b9db92879e09ed35ae7a3b489e87cbe681a503351d232f133e1d,,,event-clock-s,survey-transform-v1,ppm,identity,,,
90.0,FDS-PROBE-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,oxygen_mole_fraction,not-recorded-fixture,missing,90.0,raw,AERIS-DRONE-PHYSICAL-FIELD,support-fail,oxygen_mole_fraction,oxygen_pct,ADAPTER-DEMO-R01,FDS-PROBE-FIXTURE:3:O-01,0.2,FDS,not-recorded-fixture,cc3b516b8fa4b9db92879e09ed35ae7a3b489e87cbe681a503351d232f133e1d,,,event-clock-s,survey-transform-v1,mole_fraction,mole_fraction = pct / 100,,,
90.0,FDS-PROBE-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,smoke_obscuration_1_m,not-recorded-fixture,missing,90.0,raw,AERIS-DRONE-PHYSICAL-FIELD,support-fail,smoke_obscuration,smoke_obscuration_1_m,ADAPTER-DEMO-R01,FDS-PROBE-FIXTURE:3:O-01,0.34,FDS,not-recorded-fixture,cc3b516b8fa4b9db92879e09ed35ae7a3b489e87cbe681a503351d232f133e1d,,,event-clock-s,survey-transform-v1,1/m,identity,,,
90.0,FDS-PROBE-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,particle_proxy,not-recorded-fixture,missing,90.0,raw,AERIS-DRONE-PHYSICAL-FIELD,support-fail,particle_proxy,particle_proxy,ADAPTER-DEMO-R01,FDS-PROBE-FIXTURE:3:O-01,0.37,FDS,not-recorded-fixture,cc3b516b8fa4b9db92879e09ed35ae7a3b489e87cbe681a503351d232f133e1d,,,event-clock-s,survey-transform-v1,1,identity,,,
0.0,FDS-PROBE-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,temperature_K,not-recorded-fixture,missing,0.0,raw,AERIS-DRONE-PHYSICAL-FIELD,support-fail,temperature,temperature_C,ADAPTER-DEMO-R01,FDS-PROBE-FIXTURE:4:O-02,295.15,FDS,not-recorded-fixture,cc3b516b8fa4b9db92879e09ed35ae7a3b489e87cbe681a503351d232f133e1d,,,event-clock-s,survey-transform-v1,K,K = degC + 273.15,,,
0.0,FDS-PROBE-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,co_ppm,not-recorded-fixture,missing,0.0,raw,AERIS-DRONE-PHYSICAL-FIELD,support-fail,carbon_monoxide,co_ppm,ADAPTER-DEMO-R01,FDS-PROBE-FIXTURE:4:O-02,0.0,FDS,not-recorded-fixture,cc3b516b8fa4b9db92879e09ed35ae7a3b489e87cbe681a503351d232f133e1d,,,event-clock-s,survey-transform-v1,ppm,identity,,,
0.0,FDS-PROBE-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,oxygen_mole_fraction,not-recorded-fixture,missing,0.0,raw,AERIS-DRONE-PHYSICAL-FIELD,support-fail,oxygen_mole_fraction,oxygen_pct,ADAPTER-DEMO-R01,FDS-PROBE-FIXTURE:4:O-02,0.209,FDS,not-recorded-fixture,cc3b516b8fa4b9db92879e09ed35ae7a3b489e87cbe681a503351d232f133e1d,,,event-clock-s,survey-transform-v1,mole_fraction,mole_fraction = pct / 100,,,
0.0,FDS-PROBE-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,smoke_obscuration_1_m,not-recorded-fixture,missing,0.0,raw,AERIS-DRONE-PHYSICAL-FIELD,support-fail,smoke_obscuration,smoke_obscuration_1_m,ADAPTER-DEMO-R01,FDS-PROBE-FIXTURE:4:O-02,0.01,FDS,not-recorded-fixture,cc3b516b8fa4b9db92879e09ed35ae7a3b489e87cbe681a503351d232f133e1d,,,event-clock-s,survey-transform-v1,1/m,identity,,,
0.0,FDS-PROBE-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,particle_proxy,not-recorded-fixture,missing,0.0,raw,AERIS-DRONE-PHYSICAL-FIELD,support-fail,particle_proxy,particle_proxy,ADAPTER-DEMO-R01,FDS-PROBE-FIXTURE:4:O-02,0.01,FDS,not-recorded-fixture,cc3b516b8fa4b9db92879e09ed35ae7a3b489e87cbe681a503351d232f133e1d,,,event-clock-s,survey-transform-v1,1,identity,,,
30.0,FDS-PROBE-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,temperature_K,not-recorded-fixture,missing,30.0,raw,AERIS-DRONE-PHYSICAL-FIELD,support-fail,temperature,temperature_C,ADAPTER-DEMO-R01,FDS-PROBE-FIXTURE:5:O-02,304.15,FDS,not-recorded-fixture,cc3b516b8fa4b9db92879e09ed35ae7a3b489e87cbe681a503351d232f133e1d,,,event-clock-s,survey-transform-v1,K,K = degC + 273.15,,,
30.0,FDS-PROBE-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,co_ppm,not-recorded-fixture,missing,30.0,raw,AERIS-DRONE-PHYSICAL-FIELD,support-fail,carbon_monoxide,co_ppm,ADAPTER-DEMO-R01,FDS-PROBE-FIXTURE:5:O-02,8.0,FDS,not-recorded-fixture,cc3b516b8fa4b9db92879e09ed35ae7a3b489e87cbe681a503351d232f133e1d,,,event-clock-s,survey-transform-v1,ppm,identity,,,
30.0,FDS-PROBE-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,oxygen_mole_fraction,not-recorded-fixture,missing,30.0,raw,AERIS-DRONE-PHYSICAL-FIELD,support-fail,oxygen_mole_fraction,oxygen_pct,ADAPTER-DEMO-R01,FDS-PROBE-FIXTURE:5:O-02,0.20800000000000002,FDS,not-recorded-fixture,cc3b516b8fa4b9db92879e09ed35ae7a3b489e87cbe681a503351d232f133e1d,,,event-clock-s,survey-transform-v1,mole_fraction,mole_fraction = pct / 100,,,
30.0,FDS-PROBE-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,smoke_obscuration_1_m,not-recorded-fixture,missing,30.0,raw,AERIS-DRONE-PHYSICAL-FIELD,support-fail,smoke_obscuration,smoke_obscuration_1_m,ADAPTER-DEMO-R01,FDS-PROBE-FIXTURE:5:O-02,0.05,FDS,not-recorded-fixture,cc3b516b8fa4b9db92879e09ed35ae7a3b489e87cbe681a503351d232f133e1d,,,event-clock-s,survey-transform-v1,1/m,identity,,,
30.0,FDS-PROBE-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,particle_proxy,not-recorded-fixture,missing,30.0,raw,AERIS-DRONE-PHYSICAL-FIELD,support-fail,particle_proxy,particle_proxy,ADAPTER-DEMO-R01,FDS-PROBE-FIXTURE:5:O-02,0.06,FDS,not-recorded-fixture,cc3b516b8fa4b9db92879e09ed35ae7a3b489e87cbe681a503351d232f133e1d,,,event-clock-s,survey-transform-v1,1,identity,,,
60.0,FDS-PROBE-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,temperature_K,not-recorded-fixture,missing,60.0,raw,AERIS-DRONE-PHYSICAL-FIELD,support-fail,temperature,temperature_C,ADAPTER-DEMO-R01,FDS-PROBE-FIXTURE:6:O-02,317.15,FDS,not-recorded-fixture,cc3b516b8fa4b9db92879e09ed35ae7a3b489e87cbe681a503351d232f133e1d,,,event-clock-s,survey-transform-v1,K,K = degC + 273.15,,,
60.0,FDS-PROBE-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,co_ppm,not-recorded-fixture,missing,60.0,raw,AERIS-DRONE-PHYSICAL-FIELD,support-fail,carbon_monoxide,co_ppm,ADAPTER-DEMO-R01,FDS-PROBE-FIXTURE:6:O-02,20.0,FDS,not-recorded-fixture,cc3b516b8fa4b9db92879e09ed35ae7a3b489e87cbe681a503351d232f133e1d,,,event-clock-s,survey-transform-v1,ppm,identity,,,
60.0,FDS-PROBE-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,oxygen_mole_fraction,not-recorded-fixture,missing,60.0,raw,AERIS-DRONE-PHYSICAL-FIELD,support-fail,oxygen_mole_fraction,oxygen_pct,ADAPTER-DEMO-R01,FDS-PROBE-FIXTURE:6:O-02,0.20600000000000002,FDS,not-recorded-fixture,cc3b516b8fa4b9db92879e09ed35ae7a3b489e87cbe681a503351d232f133e1d,,,event-clock-s,survey-transform-v1,mole_fraction,mole_fraction = pct / 100,,,
60.0,FDS-PROBE-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,smoke_obscuration_1_m,not-recorded-fixture,missing,60.0,raw,AERIS-DRONE-PHYSICAL-FIELD,support-fail,smoke_obscuration,smoke_obscuration_1_m,ADAPTER-DEMO-R01,FDS-PROBE-FIXTURE:6:O-02,0.12,FDS,not-recorded-fixture,cc3b516b8fa4b9db92879e09ed35ae7a3b489e87cbe681a503351d232f133e1d,,,event-clock-s,survey-transform-v1,1/m,identity,,,
60.0,FDS-PROBE-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,particle_proxy,not-recorded-fixture,missing,60.0,raw,AERIS-DRONE-PHYSICAL-FIELD,support-fail,particle_proxy,particle_proxy,ADAPTER-DEMO-R01,FDS-PROBE-FIXTURE:6:O-02,0.13,FDS,not-recorded-fixture,cc3b516b8fa4b9db92879e09ed35ae7a3b489e87cbe681a503351d232f133e1d,,,event-clock-s,survey-transform-v1,1,identity,,,
90.0,FDS-PROBE-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,temperature_K,not-recorded-fixture,missing,90.0,raw,AERIS-DRONE-PHYSICAL-FIELD,support-fail,temperature,temperature_C,ADAPTER-DEMO-R01,FDS-PROBE-FIXTURE:7:O-02,331.15,FDS,not-recorded-fixture,cc3b516b8fa4b9db92879e09ed35ae7a3b489e87cbe681a503351d232f133e1d,,,event-clock-s,survey-transform-v1,K,K = degC + 273.15,,,
90.0,FDS-PROBE-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,co_ppm,not-recorded-fixture,missing,90.0,raw,AERIS-DRONE-PHYSICAL-FIELD,support-fail,carbon_monoxide,co_ppm,ADAPTER-DEMO-R01,FDS-PROBE-FIXTURE:7:O-02,43.0,FDS,not-recorded-fixture,cc3b516b8fa4b9db92879e09ed35ae7a3b489e87cbe681a503351d232f133e1d,,,event-clock-s,survey-transform-v1,ppm,identity,,,
90.0,FDS-PROBE-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,oxygen_mole_fraction,not-recorded-fixture,missing,90.0,raw,AERIS-DRONE-PHYSICAL-FIELD,support-fail,oxygen_mole_fraction,oxygen_pct,ADAPTER-DEMO-R01,FDS-PROBE-FIXTURE:7:O-02,0.20199999999999999,FDS,not-recorded-fixture,cc3b516b8fa4b9db92879e09ed35ae7a3b489e87cbe681a503351d232f133e1d,,,event-clock-s,survey-transform-v1,mole_fraction,mole_fraction = pct / 100,,,
90.0,FDS-PROBE-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,smoke_obscuration_1_m,not-recorded-fixture,missing,90.0,raw,AERIS-DRONE-PHYSICAL-FIELD,support-fail,smoke_obscuration,smoke_obscuration_1_m,ADAPTER-DEMO-R01,FDS-PROBE-FIXTURE:7:O-02,0.23,FDS,not-recorded-fixture,cc3b516b8fa4b9db92879e09ed35ae7a3b489e87cbe681a503351d232f133e1d,,,event-clock-s,survey-transform-v1,1/m,identity,,,
90.0,FDS-PROBE-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,particle_proxy,not-recorded-fixture,missing,90.0,raw,AERIS-DRONE-PHYSICAL-FIELD,support-fail,particle_proxy,particle_proxy,ADAPTER-DEMO-R01,FDS-PROBE-FIXTURE:7:O-02,0.25,FDS,not-recorded-fixture,cc3b516b8fa4b9db92879e09ed35ae7a3b489e87cbe681a503351d232f133e1d,,,event-clock-s,survey-transform-v1,1,identity,,,
