analysis_time_s,artifact_id,case_id,coordinate_frame,field_id,mesh_id,native_bundle_status,native_time_s,processing_status,project_id,quality_flag,quantity,raw_column,run_id,sample_id,scalar_value,solver_name,solver_version,source_file_sha256,support_id,support_type,time_basis,transform_id,unit,unit_conversion,x_m,y_m,z_m
0.0,OPENFOAM-POINT-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,temperature_K,not-recorded-fixture,missing,0.0,raw,AERIS-DRONE-PHYSICAL-FIELD,valid,temperature,temperature_K,ADAPTER-DEMO-R01,OPENFOAM-POINT-FIXTURE:1:row,293.25,OpenFOAM,not-recorded-fixture,0b7c10813332d258f079b70381e659f25f527721202463bc01f804ac3d039f13,,point,event-clock-s,survey-transform-v1,K,identity,0.5,0.0,0.5
0.0,OPENFOAM-POINT-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,pressure_Pa,not-recorded-fixture,missing,0.0,raw,AERIS-DRONE-PHYSICAL-FIELD,valid,pressure,pressure_Pa,ADAPTER-DEMO-R01,OPENFOAM-POINT-FIXTURE:1:row,101336.0,OpenFOAM,not-recorded-fixture,0b7c10813332d258f079b70381e659f25f527721202463bc01f804ac3d039f13,,point,event-clock-s,survey-transform-v1,Pa,identity,0.5,0.0,0.5
0.0,OPENFOAM-POINT-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,U_x_m_s,not-recorded-fixture,missing,0.0,raw,AERIS-DRONE-PHYSICAL-FIELD,valid,velocity_x,U_x_m_s,ADAPTER-DEMO-R01,OPENFOAM-POINT-FIXTURE:2:row,0.52,OpenFOAM,not-recorded-fixture,0b7c10813332d258f079b70381e659f25f527721202463bc01f804ac3d039f13,,point,event-clock-s,survey-transform-v1,m/s,identity,1.0,0.0,0.5
0.0,OPENFOAM-POINT-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,U_y_m_s,not-recorded-fixture,missing,0.0,raw,AERIS-DRONE-PHYSICAL-FIELD,valid,velocity_y,U_y_m_s,ADAPTER-DEMO-R01,OPENFOAM-POINT-FIXTURE:2:row,0.04,OpenFOAM,not-recorded-fixture,0b7c10813332d258f079b70381e659f25f527721202463bc01f804ac3d039f13,,point,event-clock-s,survey-transform-v1,m/s,identity,1.0,0.0,0.5
0.0,OPENFOAM-POINT-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,U_z_m_s,not-recorded-fixture,missing,0.0,raw,AERIS-DRONE-PHYSICAL-FIELD,valid,velocity_z,U_z_m_s,ADAPTER-DEMO-R01,OPENFOAM-POINT-FIXTURE:2:row,0.06,OpenFOAM,not-recorded-fixture,0b7c10813332d258f079b70381e659f25f527721202463bc01f804ac3d039f13,,point,event-clock-s,survey-transform-v1,m/s,identity,1.0,0.0,0.5
0.0,OPENFOAM-POINT-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,vorticity_s_1,not-recorded-fixture,missing,0.0,raw,AERIS-DRONE-PHYSICAL-FIELD,valid,vorticity,vorticity_s_1,ADAPTER-DEMO-R01,OPENFOAM-POINT-FIXTURE:2:row,48.0,OpenFOAM,not-recorded-fixture,0b7c10813332d258f079b70381e659f25f527721202463bc01f804ac3d039f13,,point,event-clock-s,survey-transform-v1,s^-1,identity,1.0,0.0,0.5
0.0,OPENFOAM-POINT-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,temperature_K,not-recorded-fixture,missing,0.0,raw,AERIS-DRONE-PHYSICAL-FIELD,valid,temperature,temperature_K,ADAPTER-DEMO-R01,OPENFOAM-POINT-FIXTURE:2:row,293.32,OpenFOAM,not-recorded-fixture,0b7c10813332d258f079b70381e659f25f527721202463bc01f804ac3d039f13,,point,event-clock-s,survey-transform-v1,K,identity,1.0,0.0,0.5
0.0,OPENFOAM-POINT-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,pressure_Pa,not-recorded-fixture,missing,0.0,raw,AERIS-DRONE-PHYSICAL-FIELD,valid,pressure,pressure_Pa,ADAPTER-DEMO-R01,OPENFOAM-POINT-FIXTURE:2:row,101348.0,OpenFOAM,not-recorded-fixture,0b7c10813332d258f079b70381e659f25f527721202463bc01f804ac3d039f13,,point,event-clock-s,survey-transform-v1,Pa,identity,1.0,0.0,0.5
0.0,OPENFOAM-POINT-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,U_x_m_s,not-recorded-fixture,missing,0.0,raw,AERIS-DRONE-PHYSICAL-FIELD,valid,velocity_x,U_x_m_s,ADAPTER-DEMO-R01,OPENFOAM-POINT-FIXTURE:3:row,0.38,OpenFOAM,not-recorded-fixture,0b7c10813332d258f079b70381e659f25f527721202463bc01f804ac3d039f13,,point,event-clock-s,survey-transform-v1,m/s,identity,1.5,0.0,0.5
0.0,OPENFOAM-POINT-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,U_y_m_s,not-recorded-fixture,missing,0.0,raw,AERIS-DRONE-PHYSICAL-FIELD,valid,velocity_y,U_y_m_s,ADAPTER-DEMO-R01,OPENFOAM-POINT-FIXTURE:3:row,0.05,OpenFOAM,not-recorded-fixture,0b7c10813332d258f079b70381e659f25f527721202463bc01f804ac3d039f13,,point,event-clock-s,survey-transform-v1,m/s,identity,1.5,0.0,0.5
0.0,OPENFOAM-POINT-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,U_z_m_s,not-recorded-fixture,missing,0.0,raw,AERIS-DRONE-PHYSICAL-FIELD,valid,velocity_z,U_z_m_s,ADAPTER-DEMO-R01,OPENFOAM-POINT-FIXTURE:3:row,0.04,OpenFOAM,not-recorded-fixture,0b7c10813332d258f079b70381e659f25f527721202463bc01f804ac3d039f13,,point,event-clock-s,survey-transform-v1,m/s,identity,1.5,0.0,0.5
0.0,OPENFOAM-POINT-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,vorticity_s_1,not-recorded-fixture,missing,0.0,raw,AERIS-DRONE-PHYSICAL-FIELD,valid,vorticity,vorticity_s_1,ADAPTER-DEMO-R01,OPENFOAM-POINT-FIXTURE:3:row,31.0,OpenFOAM,not-recorded-fixture,0b7c10813332d258f079b70381e659f25f527721202463bc01f804ac3d039f13,,point,event-clock-s,survey-transform-v1,s^-1,identity,1.5,0.0,0.5
0.0,OPENFOAM-POINT-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,temperature_K,not-recorded-fixture,missing,0.0,raw,AERIS-DRONE-PHYSICAL-FIELD,valid,temperature,temperature_K,ADAPTER-DEMO-R01,OPENFOAM-POINT-FIXTURE:3:row,293.26,OpenFOAM,not-recorded-fixture,0b7c10813332d258f079b70381e659f25f527721202463bc01f804ac3d039f13,,point,event-clock-s,survey-transform-v1,K,identity,1.5,0.0,0.5
0.0,OPENFOAM-POINT-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,pressure_Pa,not-recorded-fixture,missing,0.0,raw,AERIS-DRONE-PHYSICAL-FIELD,valid,pressure,pressure_Pa,ADAPTER-DEMO-R01,OPENFOAM-POINT-FIXTURE:3:row,101340.0,OpenFOAM,not-recorded-fixture,0b7c10813332d258f079b70381e659f25f527721202463bc01f804ac3d039f13,,point,event-clock-s,survey-transform-v1,Pa,identity,1.5,0.0,0.5
0.0,OPENFOAM-POINT-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,U_x_m_s,not-recorded-fixture,missing,0.0,raw,AERIS-DRONE-PHYSICAL-FIELD,valid,velocity_x,U_x_m_s,ADAPTER-DEMO-R01,OPENFOAM-POINT-FIXTURE:4:row,0.21,OpenFOAM,not-recorded-fixture,0b7c10813332d258f079b70381e659f25f527721202463bc01f804ac3d039f13,,point,event-clock-s,survey-transform-v1,m/s,identity,0.5,0.5,1.0
0.0,OPENFOAM-POINT-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,U_y_m_s,not-recorded-fixture,missing,0.0,raw,AERIS-DRONE-PHYSICAL-FIELD,valid,velocity_y,U_y_m_s,ADAPTER-DEMO-R01,OPENFOAM-POINT-FIXTURE:4:row,0.13,OpenFOAM,not-recorded-fixture,0b7c10813332d258f079b70381e659f25f527721202463bc01f804ac3d039f13,,point,event-clock-s,survey-transform-v1,m/s,identity,0.5,0.5,1.0
0.0,OPENFOAM-POINT-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,U_z_m_s,not-recorded-fixture,missing,0.0,raw,AERIS-DRONE-PHYSICAL-FIELD,valid,velocity_z,U_z_m_s,ADAPTER-DEMO-R01,OPENFOAM-POINT-FIXTURE:4:row,0.08,OpenFOAM,not-recorded-fixture,0b7c10813332d258f079b70381e659f25f527721202463bc01f804ac3d039f13,,point,event-clock-s,survey-transform-v1,m/s,identity,0.5,0.5,1.0
0.0,OPENFOAM-POINT-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,vorticity_s_1,not-recorded-fixture,missing,0.0,raw,AERIS-DRONE-PHYSICAL-FIELD,valid,vorticity,vorticity_s_1,ADAPTER-DEMO-R01,OPENFOAM-POINT-FIXTURE:4:row,35.0,OpenFOAM,not-recorded-fixture,0b7c10813332d258f079b70381e659f25f527721202463bc01f804ac3d039f13,,point,event-clock-s,survey-transform-v1,s^-1,identity,0.5,0.5,1.0
0.0,OPENFOAM-POINT-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,temperature_K,not-recorded-fixture,missing,0.0,raw,AERIS-DRONE-PHYSICAL-FIELD,valid,temperature,temperature_K,ADAPTER-DEMO-R01,OPENFOAM-POINT-FIXTURE:4:row,293.28,OpenFOAM,not-recorded-fixture,0b7c10813332d258f079b70381e659f25f527721202463bc01f804ac3d039f13,,point,event-clock-s,survey-transform-v1,K,identity,0.5,0.5,1.0
0.0,OPENFOAM-POINT-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,pressure_Pa,not-recorded-fixture,missing,0.0,raw,AERIS-DRONE-PHYSICAL-FIELD,valid,pressure,pressure_Pa,ADAPTER-DEMO-R01,OPENFOAM-POINT-FIXTURE:4:row,101337.0,OpenFOAM,not-recorded-fixture,0b7c10813332d258f079b70381e659f25f527721202463bc01f804ac3d039f13,,point,event-clock-s,survey-transform-v1,Pa,identity,0.5,0.5,1.0
0.0,OPENFOAM-POINT-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,U_x_m_s,not-recorded-fixture,missing,0.0,raw,AERIS-DRONE-PHYSICAL-FIELD,valid,velocity_x,U_x_m_s,ADAPTER-DEMO-R01,OPENFOAM-POINT-FIXTURE:5:row,0.44,OpenFOAM,not-recorded-fixture,0b7c10813332d258f079b70381e659f25f527721202463bc01f804ac3d039f13,,point,event-clock-s,survey-transform-v1,m/s,identity,1.0,0.5,1.0
0.0,OPENFOAM-POINT-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,U_y_m_s,not-recorded-fixture,missing,0.0,raw,AERIS-DRONE-PHYSICAL-FIELD,valid,velocity_y,U_y_m_s,ADAPTER-DEMO-R01,OPENFOAM-POINT-FIXTURE:5:row,0.16,OpenFOAM,not-recorded-fixture,0b7c10813332d258f079b70381e659f25f527721202463bc01f804ac3d039f13,,point,event-clock-s,survey-transform-v1,m/s,identity,1.0,0.5,1.0
0.0,OPENFOAM-POINT-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,U_z_m_s,not-recorded-fixture,missing,0.0,raw,AERIS-DRONE-PHYSICAL-FIELD,valid,velocity_z,U_z_m_s,ADAPTER-DEMO-R01,OPENFOAM-POINT-FIXTURE:5:row,0.12,OpenFOAM,not-recorded-fixture,0b7c10813332d258f079b70381e659f25f527721202463bc01f804ac3d039f13,,point,event-clock-s,survey-transform-v1,m/s,identity,1.0,0.5,1.0
0.0,OPENFOAM-POINT-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,vorticity_s_1,not-recorded-fixture,missing,0.0,raw,AERIS-DRONE-PHYSICAL-FIELD,valid,vorticity,vorticity_s_1,ADAPTER-DEMO-R01,OPENFOAM-POINT-FIXTURE:5:row,61.0,OpenFOAM,not-recorded-fixture,0b7c10813332d258f079b70381e659f25f527721202463bc01f804ac3d039f13,,point,event-clock-s,survey-transform-v1,s^-1,identity,1.0,0.5,1.0
0.0,OPENFOAM-POINT-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,temperature_K,not-recorded-fixture,missing,0.0,raw,AERIS-DRONE-PHYSICAL-FIELD,valid,temperature,temperature_K,ADAPTER-DEMO-R01,OPENFOAM-POINT-FIXTURE:5:row,293.42,OpenFOAM,not-recorded-fixture,0b7c10813332d258f079b70381e659f25f527721202463bc01f804ac3d039f13,,point,event-clock-s,survey-transform-v1,K,identity,1.0,0.5,1.0
0.0,OPENFOAM-POINT-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,pressure_Pa,not-recorded-fixture,missing,0.0,raw,AERIS-DRONE-PHYSICAL-FIELD,valid,pressure,pressure_Pa,ADAPTER-DEMO-R01,OPENFOAM-POINT-FIXTURE:5:row,101355.0,OpenFOAM,not-recorded-fixture,0b7c10813332d258f079b70381e659f25f527721202463bc01f804ac3d039f13,,point,event-clock-s,survey-transform-v1,Pa,identity,1.0,0.5,1.0
5.0,OPENFOAM-POINT-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,U_x_m_s,not-recorded-fixture,missing,5.0,raw,AERIS-DRONE-PHYSICAL-FIELD,valid,velocity_x,U_x_m_s,ADAPTER-DEMO-R01,OPENFOAM-POINT-FIXTURE:6:row,0.02,OpenFOAM,not-recorded-fixture,0b7c10813332d258f079b70381e659f25f527721202463bc01f804ac3d039f13,,point,event-clock-s,survey-transform-v1,m/s,identity,0.0,0.0,0.5
5.0,OPENFOAM-POINT-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,U_y_m_s,not-recorded-fixture,missing,5.0,raw,AERIS-DRONE-PHYSICAL-FIELD,valid,velocity_y,U_y_m_s,ADAPTER-DEMO-R01,OPENFOAM-POINT-FIXTURE:6:row,0.0,OpenFOAM,not-recorded-fixture,0b7c10813332d258f079b70381e659f25f527721202463bc01f804ac3d039f13,,point,event-clock-s,survey-transform-v1,m/s,identity,0.0,0.0,0.5
5.0,OPENFOAM-POINT-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,U_z_m_s,not-recorded-fixture,missing,5.0,raw,AERIS-DRONE-PHYSICAL-FIELD,valid,velocity_z,U_z_m_s,ADAPTER-DEMO-R01,OPENFOAM-POINT-FIXTURE:6:row,0.01,OpenFOAM,not-recorded-fixture,0b7c10813332d258f079b70381e659f25f527721202463bc01f804ac3d039f13,,point,event-clock-s,survey-transform-v1,m/s,identity,0.0,0.0,0.5
5.0,OPENFOAM-POINT-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,vorticity_s_1,not-recorded-fixture,missing,5.0,raw,AERIS-DRONE-PHYSICAL-FIELD,valid,vorticity,vorticity_s_1,ADAPTER-DEMO-R01,OPENFOAM-POINT-FIXTURE:6:row,4.0,OpenFOAM,not-recorded-fixture,0b7c10813332d258f079b70381e659f25f527721202463bc01f804ac3d039f13,,point,event-clock-s,survey-transform-v1,s^-1,identity,0.0,0.0,0.5
5.0,OPENFOAM-POINT-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,temperature_K,not-recorded-fixture,missing,5.0,raw,AERIS-DRONE-PHYSICAL-FIELD,valid,temperature,temperature_K,ADAPTER-DEMO-R01,OPENFOAM-POINT-FIXTURE:6:row,293.15,OpenFOAM,not-recorded-fixture,0b7c10813332d258f079b70381e659f25f527721202463bc01f804ac3d039f13,,point,event-clock-s,survey-transform-v1,K,identity,0.0,0.0,0.5
5.0,OPENFOAM-POINT-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,pressure_Pa,not-recorded-fixture,missing,5.0,raw,AERIS-DRONE-PHYSICAL-FIELD,valid,pressure,pressure_Pa,ADAPTER-DEMO-R01,OPENFOAM-POINT-FIXTURE:6:row,101327.0,OpenFOAM,not-recorded-fixture,0b7c10813332d258f079b70381e659f25f527721202463bc01f804ac3d039f13,,point,event-clock-s,survey-transform-v1,Pa,identity,0.0,0.0,0.5
5.0,OPENFOAM-POINT-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,U_x_m_s,not-recorded-fixture,missing,5.0,raw,AERIS-DRONE-PHYSICAL-FIELD,valid,velocity_x,U_x_m_s,ADAPTER-DEMO-R01,OPENFOAM-POINT-FIXTURE:7:row,0.68,OpenFOAM,not-recorded-fixture,0b7c10813332d258f079b70381e659f25f527721202463bc01f804ac3d039f13,,point,event-clock-s,survey-transform-v1,m/s,identity,0.5,0.0,0.5
5.0,OPENFOAM-POINT-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,U_y_m_s,not-recorded-fixture,missing,5.0,raw,AERIS-DRONE-PHYSICAL-FIELD,valid,velocity_y,U_y_m_s,ADAPTER-DEMO-R01,OPENFOAM-POINT-FIXTURE:7:row,0.03,OpenFOAM,not-recorded-fixture,0b7c10813332d258f079b70381e659f25f527721202463bc01f804ac3d039f13,,point,event-clock-s,survey-transform-v1,m/s,identity,0.5,0.0,0.5
5.0,OPENFOAM-POINT-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,U_z_m_s,not-recorded-fixture,missing,5.0,raw,AERIS-DRONE-PHYSICAL-FIELD,valid,velocity_z,U_z_m_s,ADAPTER-DEMO-R01,OPENFOAM-POINT-FIXTURE:7:row,0.1,OpenFOAM,not-recorded-fixture,0b7c10813332d258f079b70381e659f25f527721202463bc01f804ac3d039f13,,point,event-clock-s,survey-transform-v1,m/s,identity,0.5,0.0,0.5
5.0,OPENFOAM-POINT-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,vorticity_s_1,not-recorded-fixture,missing,5.0,raw,AERIS-DRONE-PHYSICAL-FIELD,valid,vorticity,vorticity_s_1,ADAPTER-DEMO-R01,OPENFOAM-POINT-FIXTURE:7:row,76.0,OpenFOAM,not-recorded-fixture,0b7c10813332d258f079b70381e659f25f527721202463bc01f804ac3d039f13,,point,event-clock-s,survey-transform-v1,s^-1,identity,0.5,0.0,0.5
5.0,OPENFOAM-POINT-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,temperature_K,not-recorded-fixture,missing,5.0,raw,AERIS-DRONE-PHYSICAL-FIELD,valid,temperature,temperature_K,ADAPTER-DEMO-R01,OPENFOAM-POINT-FIXTURE:7:row,293.37,OpenFOAM,not-recorded-fixture,0b7c10813332d258f079b70381e659f25f527721202463bc01f804ac3d039f13,,point,event-clock-s,survey-transform-v1,K,identity,0.5,0.0,0.5
5.0,OPENFOAM-POINT-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,pressure_Pa,not-recorded-fixture,missing,5.0,raw,AERIS-DRONE-PHYSICAL-FIELD,valid,pressure,pressure_Pa,ADAPTER-DEMO-R01,OPENFOAM-POINT-FIXTURE:7:row,101356.0,OpenFOAM,not-recorded-fixture,0b7c10813332d258f079b70381e659f25f527721202463bc01f804ac3d039f13,,point,event-clock-s,survey-transform-v1,Pa,identity,0.5,0.0,0.5
5.0,OPENFOAM-POINT-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,U_x_m_s,not-recorded-fixture,missing,5.0,raw,AERIS-DRONE-PHYSICAL-FIELD,valid,velocity_x,U_x_m_s,ADAPTER-DEMO-R01,OPENFOAM-POINT-FIXTURE:8:row,1.08,OpenFOAM,not-recorded-fixture,0b7c10813332d258f079b70381e659f25f527721202463bc01f804ac3d039f13,,point,event-clock-s,survey-transform-v1,m/s,identity,1.0,0.0,0.5
5.0,OPENFOAM-POINT-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,U_y_m_s,not-recorded-fixture,missing,5.0,raw,AERIS-DRONE-PHYSICAL-FIELD,valid,velocity_y,U_y_m_s,ADAPTER-DEMO-R01,OPENFOAM-POINT-FIXTURE:8:row,0.08,OpenFOAM,not-recorded-fixture,0b7c10813332d258f079b70381e659f25f527721202463bc01f804ac3d039f13,,point,event-clock-s,survey-transform-v1,m/s,identity,1.0,0.0,0.5
5.0,OPENFOAM-POINT-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,U_z_m_s,not-recorded-fixture,missing,5.0,raw,AERIS-DRONE-PHYSICAL-FIELD,valid,velocity_z,U_z_m_s,ADAPTER-DEMO-R01,OPENFOAM-POINT-FIXTURE:8:row,0.18,OpenFOAM,not-recorded-fixture,0b7c10813332d258f079b70381e659f25f527721202463bc01f804ac3d039f13,,point,event-clock-s,survey-transform-v1,m/s,identity,1.0,0.0,0.5
5.0,OPENFOAM-POINT-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,vorticity_s_1,not-recorded-fixture,missing,5.0,raw,AERIS-DRONE-PHYSICAL-FIELD,valid,vorticity,vorticity_s_1,ADAPTER-DEMO-R01,OPENFOAM-POINT-FIXTURE:8:row,122.0,OpenFOAM,not-recorded-fixture,0b7c10813332d258f079b70381e659f25f527721202463bc01f804ac3d039f13,,point,event-clock-s,survey-transform-v1,s^-1,identity,1.0,0.0,0.5
5.0,OPENFOAM-POINT-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,temperature_K,not-recorded-fixture,missing,5.0,raw,AERIS-DRONE-PHYSICAL-FIELD,valid,temperature,temperature_K,ADAPTER-DEMO-R01,OPENFOAM-POINT-FIXTURE:8:row,293.66,OpenFOAM,not-recorded-fixture,0b7c10813332d258f079b70381e659f25f527721202463bc01f804ac3d039f13,,point,event-clock-s,survey-transform-v1,K,identity,1.0,0.0,0.5
5.0,OPENFOAM-POINT-FIXTURE,FIXTURE-P0-P1-001,facility-rhs-z-up,pressure_Pa,not-recorded-fixture,missing,5.0,raw,AERIS-DRONE-PHYSICAL-FIELD,valid,pressure,pressure_Pa,ADAPTER-DEMO-R01,OPENFOAM-POINT-FIXTURE:8:row,101391.0,OpenFOAM,not-recorded-fixture,0b7c10813332d258f079b70381e659f25f527721202463bc01f804ac3d039f13,,point,event-clock-s,survey-transform-v1,Pa,identity,1.0,0.0,0.5
